Tipo de jornada;Comunidades y Ciudades Autonómas;Decil;Periodo;Total;Total_num
Jornada a tiempo completo;13 Madrid, Comunidad de;1;2014;561,67  ;561.67
Jornada a tiempo completo;13 Madrid, Comunidad de;1;2013;546,01  ;546.01
Jornada a tiempo completo;13 Madrid, Comunidad de;1;2012;593,10  ;593.1
Jornada a tiempo completo;13 Madrid, Comunidad de;1;2011;618,44  ;618.44
Jornada a tiempo completo;13 Madrid, Comunidad de;1;2010;639,48  ;639.48
Jornada a tiempo completo;13 Madrid, Comunidad de;1;2009;644,46  ;644.46
Jornada a tiempo completo;13 Madrid, Comunidad de;1;2008;680,37  ;680.37
Jornada a tiempo completo;13 Madrid, Comunidad de;1;2007;641,51  ;641.51
Jornada a tiempo completo;13 Madrid, Comunidad de;1;2006;610,65  ;610.65
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2022;1.173,90  ;1173.9
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2021;1.056,73  ;1056.73
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2020;1.042,73  ;1042.73
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2019;1.024,02  ;1024.02
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2018;926,21  ;926.21
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2017;889,02  ;889.02
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2016;892,99  ;892.99
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2015;852,84  ;852.84
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2014;859,93  ;859.93
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2013;843,39  ;843.39
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2012;884,29  ;884.29
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2011;878,17  ;878.17
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2010;932,58  ;932.58
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2009;896,37  ;896.37
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2008;892,29  ;892.29
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2007;866,35  ;866.35
Jornada a tiempo completo;13 Madrid, Comunidad de;2;2006;807,59  ;807.59
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2022;1.344,19  ;1344.19
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2021;1.266,49  ;1266.49
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2020;1.231,91  ;1231.91
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2019;1.226,51  ;1226.51
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2018;1.161,24  ;1161.24
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2017;1.125,53  ;1125.53
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2016;1.113,14  ;1113.14
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2015;1.104,17  ;1104.17
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2014;1.093,96  ;1093.96
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2013;1.108,87  ;1108.87
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2012;1.127,57  ;1127.57
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2011;1.134,89  ;1134.89
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2010;1.142,97  ;1142.97
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2009;1.122,16  ;1122.16
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2008;1.110,81  ;1110.81
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2007;1.059,13  ;1059.13
Jornada a tiempo completo;13 Madrid, Comunidad de;3;2006;1.007,11  ;1007.11
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2022;1.526,87  ;1526.87
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2021;1.462,79  ;1462.79
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2020;1.422,66  ;1422.66
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2019;1.412,15  ;1412.15
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2018;1.359,51  ;1359.51
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2017;1.325,23  ;1325.23
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2016;1.324,18  ;1324.18
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2015;1.311,29  ;1311.29
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2014;1.319,62  ;1319.62
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2013;1.323,75  ;1323.75
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2012;1.327,68  ;1327.68
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2011;1.315,69  ;1315.69
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2010;1.316,08  ;1316.08
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2009;1.292,78  ;1292.78
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2008;1.269,25  ;1269.25
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2007;1.202,02  ;1202.02
Jornada a tiempo completo;13 Madrid, Comunidad de;4;2006;1.143,41  ;1143.41
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2022;1.717,54  ;1717.54
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2021;1.656,32  ;1656.32
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2020;1.613,76  ;1613.76
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2019;1.595,09  ;1595.09
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2018;1.536,74  ;1536.74
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2017;1.494,76  ;1494.76
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2016;1.486,34  ;1486.34
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2015;1.504,15  ;1504.15
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2014;1.508,19  ;1508.19
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2013;1.505,27  ;1505.27
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2012;1.495,58  ;1495.58
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2011;1.486,56  ;1486.56
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2010;1.480,11  ;1480.11
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2009;1.450,33  ;1450.33
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2008;1.419,13  ;1419.13
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2007;1.338,97  ;1338.97
Jornada a tiempo completo;13 Madrid, Comunidad de;5;2006;1.271,56  ;1271.56
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2022;1.921,56  ;1921.56
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2021;1.875,23  ;1875.23
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2020;1.817,80  ;1817.8
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2019;1.796,29  ;1796.29
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2018;1.758,32  ;1758.32
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2017;1.702,43  ;1702.43
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2016;1.704,05  ;1704.05
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2015;1.713,10  ;1713.1
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2014;1.715,84  ;1715.84
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2013;1.702,11  ;1702.11
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2012;1.693,37  ;1693.37
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2011;1.681,98  ;1681.98
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2010;1.671,61  ;1671.61
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2009;1.633,85  ;1633.85
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2008;1.586,00  ;1586,00
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2007;1.489,72  ;1489.72
Jornada a tiempo completo;13 Madrid, Comunidad de;6;2006;1.419,21  ;1419.21
Jornada a tiempo completo;13 Madrid, Comunidad de;7;2022;2.196,21  ;2196.21
Jornada a tiempo completo;13 Madrid, Comunidad de;7;2021;2.168,48  ;2168.48
Jornada a tiempo completo;13 Madrid, Comunidad de;7;2020;2.117,47  ;2117.47
Jornada a tiempo completo;13 Madrid, Comunidad de;7;2019;2.060,57  ;2060.57
Jornada a tiempo completo;13 Madrid, Comunidad de;7;2018;2.014,92  ;2014.92
Jornada a tiempo completo;13 Madrid, Comunidad de;7;2017;1.973,47  ;1973.47
Jornada a tiempo completo;13 Madrid, Comunidad de;7;2016;1.974,06  ;1974.06
